ensembl_gene_id	gene_symbol	entrez_id	gene_name	gene_label
ENSG00000120539	MASTL	84930	microtubule associated serine/threonine kinase like	MASTL
ENSG00000120594	PLXDC2	84898	plexin domain containing 2	PLXDC2
ENSG00000120616	EPC1	80314	enhancer of polycomb homolog 1	EPC1
ENSG00000120647	CCDC77	84318	coiled-coil domain containing 77	CCDC77
ENSG00000120656	TAF12	6883	TATA-box binding protein associated factor 12	TAF12
ENSG00000120662	MTRF1	9617	mitochondrial translation release factor 1	MTRF1
ENSG00000120675	DNAJC15	29103	DnaJ heat shock protein family (Hsp40) member C15	DNAJC15
ENSG00000120685	PROSER1	80209	proline and serine rich 1	PROSER1
ENSG00000120686	UFM1	51569	ubiquitin fold modifier 1	UFM1
ENSG00000120688	WBP4	11193	WW domain binding protein 4	WBP4
ENSG00000120690	ELF1	1997	E74 like ETS transcription factor 1	ELF1
ENSG00000120694	HSPH1	10808	heat shock protein family H (Hsp110) member 1	HSPH1
ENSG00000120696	KBTBD7	84078	kelch repeat and BTB domain containing 7	KBTBD7
ENSG00000120697	ALG5	29880	ALG5 dolichyl-phosphate beta-glucosyltransferase	ALG5
ENSG00000120699	EXOSC8	11340	exosome component 8	EXOSC8
ENSG00000120705	ETF1	2107	eukaryotic translation termination factor 1	ETF1
ENSG00000120708	TGFBI	7045	transforming growth factor beta induced	TGFBI
ENSG00000120709	FAM53C	51307	family with sequence similarity 53 member C	FAM53C
ENSG00000120725	SIL1	64374	SIL1 nucleotide exchange factor	SIL1
ENSG00000120727	PAIP2	51247	poly(A) binding protein interacting protein 2	PAIP2
ENSG00000120733	KDM3B	51780	lysine demethylase 3B	KDM3B
ENSG00000120738	EGR1	1958	early growth response 1	EGR1
ENSG00000120742	SERP1	27230	stress associated endoplasmic reticulum protein 1	SERP1
ENSG00000120756	PLS1	5357	plastin 1	PLS1
ENSG00000120784	ZFP30	22835	ZFP30 zinc finger protein	ZFP30
ENSG00000120798	NR2C1	7181	nuclear receptor subfamily 2 group C member 1	NR2C1
ENSG00000120800	UTP20	27340	UTP20 small subunit processome component	UTP20
ENSG00000120802	TMPO	7112	thymopoietin	TMPO
ENSG00000120805	ARL1	400	ADP ribosylation factor like GTPase 1	ARL1
ENSG00000120832	MTERF2	80298	mitochondrial transcription termination factor 2	MTERF2
ENSG00000120833	SOCS2	8835	suppressor of cytokine signaling 2	SOCS2
ENSG00000120837	NFYB	4801	nuclear transcription factor Y subunit beta	NFYB
ENSG00000120860	WASHC3	51019	WASH complex subunit 3	WASHC3
ENSG00000120868	APAF1	317	apoptotic peptidase activating factor 1	APAF1
ENSG00000120875	DUSP4	1846	dual specificity phosphatase 4	DUSP4
ENSG00000120885	CLU	1191	clusterin	CLU
ENSG00000120889	TNFRSF10B	8795	TNF receptor superfamily member 10b	TNFRSF10B
ENSG00000120896	SORBS3	10174	sorbin and SH3 domain containing 3	SORBS3
ENSG00000120899	PTK2B	2185	protein tyrosine kinase 2 beta	PTK2B
ENSG00000120910	PPP3CC	5533	protein phosphatase 3 catalytic subunit gamma	PPP3CC
ENSG00000120913	PDLIM2	64236	PDZ and LIM domain 2	PDLIM2
ENSG00000120915	EPHX2	2053	epoxide hydrolase 2	EPHX2
ENSG00000120925	RNF170	81790	ring finger protein 170	RNF170
ENSG00000120942	UBIAD1	29914	UbiA prenyltransferase domain containing 1	UBIAD1
ENSG00000120948	TARDBP	23435	TAR DNA binding protein	TARDBP
ENSG00000120949	TNFRSF8	943	TNF receptor superfamily member 8	TNFRSF8
ENSG00000120963	ZNF706	51123	zinc finger protein 706	ZNF706
ENSG00000120992	LYPLA1	10434	lysophospholipase 1	LYPLA1
ENSG00000121022	COPS5	10987	COP9 signalosome subunit 5	COPS5
ENSG00000121039	RDH10	157506	retinol dehydrogenase 10	RDH10
ENSG00000121057	AKAP1	8165	A-kinase anchoring protein 1	AKAP1
ENSG00000121058	COIL	8161	coilin	COIL
ENSG00000121060	TRIM25	7706	tripartite motif containing 25	TRIM25
ENSG00000121064	SCPEP1	59342	serine carboxypeptidase 1	SCPEP1
ENSG00000121067	SPOP	8405	speckle type BTB/POZ protein	SPOP
ENSG00000121073	SLC35B1	10237	solute carrier family 35 member B1	SLC35B1
ENSG00000121101	TEX14	56155	testis expressed 14, intercellular bridge forming factor	TEX14
ENSG00000121104	FAM117A	81558	family with sequence similarity 117 member A	FAM117A
ENSG00000121152	NCAPH	23397	non-SMC condensin I complex subunit H	NCAPH
ENSG00000121210	TMEM131L	23240	transmembrane 131 like	TMEM131L
ENSG00000121274	TENT4B	64282	terminal nucleotidyltransferase 4B	TENT4B
ENSG00000121281	ADCY7	113	adenylate cyclase 7	ADCY7
ENSG00000121289	CEP89	84902	centrosomal protein 89	CEP89
ENSG00000121297	TSHZ3	57616	teashirt zinc finger homeobox 3	TSHZ3
ENSG00000121310	ECHDC2	55268	enoyl-CoA hydratase domain containing 2	ECHDC2
ENSG00000121316	PLBD1	79887	phospholipase B domain containing 1	PLBD1
ENSG00000121350	PYROXD1	79912	pyridine nucleotide-disulphide oxidoreductase domain 1	PYROXD1
ENSG00000121390	PSPC1	55269	paraspeckle component 1	PSPC1
ENSG00000121406	ZNF549	256051	zinc finger protein 549	ZNF549
ENSG00000121413	ZSCAN18	65982	zinc finger and SCAN domain containing 18	ZSCAN18
ENSG00000121417	ZNF211	10520	zinc finger protein 211	ZNF211
ENSG00000121454	LHX4	89884	LIM homeobox 4	LHX4
ENSG00000121481	RNF2	6045	ring finger protein 2	RNF2
ENSG00000121486	TRMT1L	81627	tRNA methyltransferase 1 like	TRMT1L
ENSG00000121542	SEC22A	26984	SEC22 homolog A, vesicle trafficking protein	SEC22A
ENSG00000121552	CSTA	1475	cystatin A	CSTA
ENSG00000121570	DPPA4	55211	developmental pluripotency associated 4	DPPA4
ENSG00000121577	POPDC2	64091	popeye domain containing 2	POPDC2
ENSG00000121578	B4GALT4	8702	beta-1,4-galactosyltransferase 4	B4GALT4
ENSG00000121579	NAA50	80218	N-alpha-acetyltransferase 50, NatE catalytic subunit	NAA50
ENSG00000121594	CD80	941	CD80 molecule	CD80
ENSG00000121621	KIF18A	81930	kinesin family member 18A	KIF18A
ENSG00000121644	DESI2	51029	desumoylating isopeptidase 2	DESI2
ENSG00000121671	CRY2	1408	cryptochrome circadian regulator 2	CRY2
ENSG00000121680	PEX16	9409	peroxisomal biogenesis factor 16	PEX16
ENSG00000121690	DEPDC7	91614	DEP domain containing 7	DEPDC7
ENSG00000121691	CAT	847	catalase	CAT
ENSG00000121716	PILRB	29990	paired immunoglobin like type 2 receptor beta	PILRB
ENSG00000121741	ZMYM2	7750	zinc finger MYM-type containing 2	ZMYM2
ENSG00000121742	GJB6	10804	gap junction protein beta 6	GJB6
ENSG00000121749	TBC1D15	64786	TBC1 domain family member 15	TBC1D15
ENSG00000121753	ADGRB2	576	adhesion G protein-coupled receptor B2	ADGRB2
ENSG00000121766	ZCCHC17	51538	zinc finger CCHC-type containing 17	ZCCHC17
ENSG00000121774	KHDRBS1	10657	KH RNA binding domain containing, signal transduction associated 1	KHDRBS1
ENSG00000121775	TMEM39B	55116	transmembrane protein 39B	TMEM39B
ENSG00000121797	CCRL2	9034	C-C motif chemokine receptor like 2	CCRL2
ENSG00000121807	CCR2	729230	C-C motif chemokine receptor 2	CCR2
ENSG00000121851	POLR3GL	84265	RNA polymerase III subunit GL	POLR3GL
ENSG00000121858	TNFSF10	8743	TNF superfamily member 10	TNFSF10
ENSG00000121864	ZNF639	51193	zinc finger protein 639	ZNF639
ENSG00000121879	PIK3CA	5290	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha	PIK3CA
ENSG00000121892	PDS5A	23244	PDS5 cohesin associated factor A	PDS5A
ENSG00000121895	TMEM156	80008	transmembrane protein 156	TMEM156
ENSG00000121897	LIAS	11019	lipoic acid synthetase	LIAS
ENSG00000121903	ZSCAN20	7579	zinc finger and SCAN domain containing 20	ZSCAN20
ENSG00000121931	LRIF1	55791	ligand dependent nuclear receptor interacting factor 1	LRIF1
ENSG00000121933	TMIGD3	57413	transmembrane and immunoglobulin domain containing 3	TMIGD3
ENSG00000121940	CLCC1	23155	chloride channel CLIC like 1	CLCC1
ENSG00000121957	GPSM2	29899	G protein signaling modulator 2	GPSM2
ENSG00000121964	GTDC1	79712	glycosyltransferase like domain containing 1	GTDC1
ENSG00000121966	CXCR4	7852	C-X-C motif chemokine receptor 4	CXCR4
ENSG00000121988	ZRANB3	84083	zinc finger RANBP2-type containing 3	ZRANB3
ENSG00000121989	ACVR2A	92	activin A receptor type 2A	ACVR2A
ENSG00000122008	POLK	51426	DNA polymerase kappa	POLK
ENSG00000122025	FLT3	2322	fms related receptor tyrosine kinase 3	FLT3
ENSG00000122026	RPL21	6144	ribosomal protein L21	RPL21
ENSG00000122033	MTIF3	219402	mitochondrial translational initiation factor 3	MTIF3
ENSG00000122034	GTF3A	2971	general transcription factor IIIA	GTF3A
ENSG00000122035	RASL11A	387496	RAS like family 11 member A	RASL11A
ENSG00000122042	UBL3	5412	ubiquitin like 3	UBL3
ENSG00000122043	ENSG00000122043	NA	NA	ENSG00000122043
ENSG00000122068	FYTTD1	84248	forty-two-three domain containing 1	FYTTD1
ENSG00000122085	MTERF4	130916	mitochondrial transcription termination factor 4	MTERF4
ENSG00000122121	XPNPEP2	7512	X-prolyl aminopeptidase 2	XPNPEP2
ENSG00000122122	SASH3	54440	SAM and SH3 domain containing 3	SASH3
ENSG00000122126	OCRL	4952	OCRL inositol polyphosphate-5-phosphatase	OCRL
ENSG00000122140	MRPS2	51116	mitochondrial ribosomal protein S2	MRPS2
ENSG00000122188	LAX1	54900	lymphocyte transmembrane adaptor 1	LAX1
ENSG00000122203	KIAA1191	57179	KIAA1191	KIAA1191
ENSG00000122218	COPA	1314	COPI coat complex subunit alpha	COPA
ENSG00000122223	CD244	51744	CD244 molecule	CD244
ENSG00000122224	LY9	4063	lymphocyte antigen 9	LY9
ENSG00000122257	RBBP6	5930	RB binding protein 6, ubiquitin ligase	RBBP6
ENSG00000122299	ZC3H7A	29066	zinc finger CCCH-type containing 7A	ZC3H7A
ENSG00000122335	SERAC1	84947	serine active site containing 1	SERAC1
ENSG00000122359	ANXA11	311	annexin A11	ANXA11
ENSG00000122376	SHLD2	54537	shieldin complex subunit 2	SHLD2
ENSG00000122378	PRXL2A	84293	peroxiredoxin like 2A	PRXL2A
ENSG00000122386	ZNF205	7755	zinc finger protein 205	ZNF205
ENSG00000122390	NAA60	79903	N-alpha-acetyltransferase 60, NatF catalytic subunit	NAA60
ENSG00000122406	RPL5	6125	ribosomal protein L5	RPL5
ENSG00000122417	ODF2L	57489	outer dense fiber of sperm tails 2 like	ODF2L
ENSG00000122435	TRMT13	54482	tRNA methyltransferase 13 homolog	TRMT13
ENSG00000122481	RWDD3	25950	RWD domain containing 3	RWDD3
ENSG00000122482	ZNF644	84146	zinc finger protein 644	ZNF644
ENSG00000122483	CCDC18	343099	coiled-coil domain containing 18	CCDC18
ENSG00000122484	RPAP2	79871	RNA polymerase II associated protein 2	RPAP2
ENSG00000122490	SLC66A2	80148	solute carrier family 66 member 2	SLC66A2
ENSG00000122507	BBS9	27241	Bardet-Biedl syndrome 9	BBS9
ENSG00000122512	PMS2	5395	PMS1 homolog 2, mismatch repair system component	PMS2
ENSG00000122515	ZMIZ2	83637	zinc finger MIZ-type containing 2	ZMIZ2
ENSG00000122545	SEPTIN7	989	septin 7	SEPTIN7
ENSG00000122547	EEPD1	80820	endonuclease/exonuclease/phosphatase family domain containing 1	EEPD1
ENSG00000122550	KLHL7	55975	kelch like family member 7	KLHL7
ENSG00000122557	HERPUD2	64224	HERPUD family member 2	HERPUD2
ENSG00000122565	CBX3	11335	chromobox 3	CBX3
ENSG00000122566	HNRNPA2B1	3181	heterogeneous nuclear ribonucleoprotein A2/B1	HNRNPA2B1
ENSG00000122591	HYCC1	84668	hyccin PI4KA lipid kinase complex subunit 1	HYCC1
ENSG00000122642	FKBP9	11328	FKBP prolyl isomerase 9	FKBP9
ENSG00000122643	NT5C3A	51251	5'-nucleotidase, cytosolic IIIA	NT5C3A
ENSG00000122644	ARL4A	10124	ADP ribosylation factor like GTPase 4A	ARL4A
ENSG00000122674	CCZ1	51622	CCZ1 homolog, vacuolar protein trafficking and biogenesis associated	CCZ1
ENSG00000122678	POLM	27434	DNA polymerase mu	POLM
ENSG00000122692	SMU1	55234	SMU1 DNA replication regulator and spliceosomal factor	SMU1
ENSG00000122694	GLIPR2	152007	GLI pathogenesis related 2	GLIPR2
ENSG00000122696	SLC25A51	92014	solute carrier family 25 member 51	SLC25A51
ENSG00000122705	CLTA	1211	clathrin light chain A	CLTA
ENSG00000122707	RECK	8434	reversion inducing cysteine rich protein with kazal motifs	RECK
ENSG00000122729	ACO1	48	aconitase 1	ACO1
ENSG00000122741	DCAF10	79269	DDB1 and CUL4 associated factor 10	DCAF10
ENSG00000122779	TRIM24	8805	tripartite motif containing 24	TRIM24
ENSG00000122783	CYREN	78996	cell cycle regulator of NHEJ	CYREN
ENSG00000122786	CALD1	800	caldesmon 1	CALD1
ENSG00000122861	PLAU	5328	plasminogen activator, urokinase	PLAU
ENSG00000122862	SRGN	5552	serglycin	SRGN
ENSG00000122873	CISD1	55847	CDGSH iron sulfur domain 1	CISD1
ENSG00000122877	EGR2	1959	early growth response 2	EGR2
ENSG00000122882	ECD	11319	ecdysoneless cell cycle regulator	ECD
ENSG00000122884	P4HA1	5033	prolyl 4-hydroxylase subunit alpha 1	P4HA1
ENSG00000122912	SLC25A16	8034	solute carrier family 25 member 16	SLC25A16
ENSG00000122952	ZWINT	11130	ZW10 interacting kinetochore protein	ZWINT
ENSG00000122958	VPS26A	9559	VPS26 retromer complex component A	VPS26A
ENSG00000122965	RBM19	9904	RNA binding motif protein 19	RBM19
ENSG00000122966	CIT	11113	citron rho-interacting serine/threonine kinase	CIT
ENSG00000122970	IFT81	28981	intraflagellar transport 81	IFT81
ENSG00000122971	ACADS	35	acyl-CoA dehydrogenase short chain	ACADS
ENSG00000122986	HVCN1	84329	hydrogen voltage gated channel 1	HVCN1
ENSG00000123064	DDX54	79039	DEAD-box helicase 54	DDX54
ENSG00000123066	MED13L	23389	mediator complex subunit 13L	MED13L
ENSG00000123080	CDKN2C	1031	cyclin dependent kinase inhibitor 2C	CDKN2C
ENSG00000123091	RNF11	26994	ring finger protein 11	RNF11
ENSG00000123095	BHLHE41	79365	basic helix-loop-helix family member e41	BHLHE41
ENSG00000123104	ITPR2	3709	inositol 1,4,5-trisphosphate receptor type 2	ITPR2
ENSG00000123106	CCDC91	55297	coiled-coil domain containing 91	CCDC91
ENSG00000123124	WWP1	11059	WW domain containing E3 ubiquitin protein ligase 1	WWP1
ENSG00000123130	ACOT9	23597	acyl-CoA thioesterase 9	ACOT9
ENSG00000123131	PRDX4	10549	peroxiredoxin 4	PRDX4
ENSG00000123136	DDX39A	10212	DExD-box helicase 39A	DDX39A
ENSG00000123143	PKN1	5585	protein kinase N1	PKN1
ENSG00000123144	TRIR	79002	telomerase RNA component interacting RNase	TRIR
ENSG00000123146	ADGRE5	976	adhesion G protein-coupled receptor E5	ADGRE5
ENSG00000123154	WDR83	84292	WD repeat domain 83	WDR83
ENSG00000123159	GIPC1	10755	GIPC PDZ domain containing family member 1	GIPC1
ENSG00000123178	SPRYD7	57213	SPRY domain containing 7	SPRYD7
ENSG00000123179	EBPL	84650	EBP like	EBPL
ENSG00000123191	ATP7B	540	ATPase copper transporting beta	ATP7B
ENSG00000123200	ZC3H13	23091	zinc finger CCCH-type containing 13	ZC3H13
ENSG00000123213	NLN	57486	neurolysin	NLN
ENSG00000123219	CENPK	64105	centromere protein K	CENPK
ENSG00000123240	OPTN	10133	optineurin	OPTN
ENSG00000123268	ATF1	466	activating transcription factor 1	ATF1
ENSG00000123329	ARHGAP9	64333	Rho GTPase activating protein 9	ARHGAP9
ENSG00000123338	NCKAP1L	3071	NCK associated protein 1 like	NCKAP1L
ENSG00000123342	MMP19	4327	matrix metallopeptidase 19	MMP19
ENSG00000123349	PFDN5	5204	prefoldin subunit 5	PFDN5
ENSG00000123352	SPATS2	65244	spermatogenesis associated serine rich 2	SPATS2
ENSG00000123353	ORMDL2	29095	ORMDL sphingolipid biosynthesis regulator 2	ORMDL2
ENSG00000123358	NR4A1	3164	nuclear receptor subfamily 4 group A member 1	NR4A1
ENSG00000123360	PDE1B	5153	phosphodiesterase 1B	PDE1B
ENSG00000123374	CDK2	1017	cyclin dependent kinase 2	CDK2
ENSG00000123384	LRP1	4035	LDL receptor related protein 1	LRP1
ENSG00000123395	ATG101	60673	autophagy related 101	ATG101
ENSG00000123405	NFE2	4778	nuclear factor, erythroid 2	NFE2
ENSG00000123411	IKZF4	64375	IKAROS family zinc finger 4	IKZF4
ENSG00000123415	SMUG1	23583	single-strand-selective monofunctional uracil-DNA glycosylase 1	SMUG1
ENSG00000123416	TUBA1B	10376	tubulin alpha 1b	TUBA1B
ENSG00000123427	EEF1AKMT3	25895	EEF1A lysine methyltransferase 3	EEF1AKMT3
ENSG00000123444	KBTBD4	55709	kelch repeat and BTB domain containing 4	KBTBD4
ENSG00000123453	SARDH	1757	sarcosine dehydrogenase	SARDH
ENSG00000123472	ATPAF1	64756	ATP synthase mitochondrial F1 complex assembly factor 1	ATPAF1
ENSG00000123473	STIL	6491	STIL centriolar assembly protein	STIL
ENSG00000123485	HJURP	55355	Holliday junction recognition protein	HJURP
ENSG00000123505	AMD1	262	adenosylmethionine decarboxylase 1	AMD1
ENSG00000123545	NDUFAF4	29078	NADH:ubiquinone oxidoreductase complex assembly factor 4	NDUFAF4
ENSG00000123552	USP45	85015	ubiquitin specific peptidase 45	USP45
ENSG00000123562	MORF4L2	9643	mortality factor 4 like 2	MORF4L2
ENSG00000123575	FAM199X	139231	family with sequence similarity 199, X-linked	FAM199X
ENSG00000123595	RAB9A	9367	RAB9A, member RAS oncogene family	RAB9A
ENSG00000123600	METTL8	79828	methyltransferase 8, tRNA N3-cytidine	METTL8
ENSG00000123607	TTC21B	79809	tetratricopeptide repeat domain 21B	TTC21B
ENSG00000123609	NMI	9111	N-myc and STAT interactor	NMI
ENSG00000123610	TNFAIP6	7130	TNF alpha induced protein 6	TNFAIP6
ENSG00000123612	ACVR1C	130399	activin A receptor type 1C	ACVR1C
ENSG00000123636	BAZ2B	29994	bromodomain adjacent to zinc finger domain 2B	BAZ2B
ENSG00000123643	SLC36A1	206358	solute carrier family 36 member 1	SLC36A1
ENSG00000123684	LPGAT1	9926	lysophosphatidylglycerol acyltransferase 1	LPGAT1
ENSG00000123685	BATF3	55509	basic leucine zipper ATF-like transcription factor 3	BATF3
ENSG00000123689	G0S2	50486	G0/G1 switch 2	G0S2
ENSG00000123700	KCNJ2	3759	potassium inwardly rectifying channel subfamily J member 2	KCNJ2
ENSG00000123728	RAP2C	57826	RAP2C, member of RAS oncogene family	RAP2C
ENSG00000123737	EXOSC9	5393	exosome component 9	EXOSC9
ENSG00000123739	PLA2G12A	81579	phospholipase A2 group XIIA	PLA2G12A
ENSG00000123810	B9D2	80776	B9 domain containing 2	B9D2
ENSG00000123815	COQ8B	79934	coenzyme Q8B	COQ8B
ENSG00000123836	PFKFB2	5208	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2	PFKFB2
ENSG00000123870	ENSG00000123870	NA	NA	ENSG00000123870
ENSG00000123892	RAB38	23682	RAB38, member RAS oncogene family	RAB38
ENSG00000123908	AGO2	27161	argonaute RISC catalytic component 2	AGO2
ENSG00000123933	MXD4	10608	MAX dimerization protein 4	MXD4
ENSG00000123965	ENSG00000123965	NA	NA	ENSG00000123965
ENSG00000123975	CKS2	1164	CDC28 protein kinase regulatory subunit 2	CKS2
ENSG00000123983	ACSL3	2181	acyl-CoA synthetase long chain family member 3	ACSL3
ENSG00000123989	CHPF	79586	chondroitin polymerizing factor	CHPF
ENSG00000123992	DNPEP	23549	aspartyl aminopeptidase	DNPEP
ENSG00000124006	OBSL1	23363	obscurin like cytoskeletal adaptor 1	OBSL1
ENSG00000124019	FAM124B	79843	family with sequence similarity 124 member B	FAM124B
ENSG00000124067	SLC12A4	6560	solute carrier family 12 member 4	SLC12A4
ENSG00000124074	ENKD1	84080	enkurin domain containing 1	ENKD1
ENSG00000124091	GCNT7	140687	glucosaminyl (N-acetyl) transferase family member 7	GCNT7
ENSG00000124098	FAM210B	116151	family with sequence similarity 210 member B	FAM210B
ENSG00000124104	SNX21	90203	sorting nexin family member 21	SNX21
ENSG00000124120	TTPAL	79183	alpha tocopherol transfer protein like	TTPAL
ENSG00000124126	PREX1	57580	phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1	PREX1
ENSG00000124145	SDC4	6385	syndecan 4	SDC4
ENSG00000124151	NCOA3	8202	nuclear receptor coactivator 3	NCOA3
ENSG00000124155	PIGT	51604	phosphatidylinositol glycan anchor biosynthesis class T	PIGT
ENSG00000124160	NCOA5	57727	nuclear receptor coactivator 5	NCOA5
ENSG00000124164	VAPB	9217	VAMP associated protein B and C	VAPB
ENSG00000124171	PARD6B	84612	par-6 family cell polarity regulator beta	PARD6B
ENSG00000124172	ATP5F1E	514	ATP synthase F1 subunit epsilon	ATP5F1E
ENSG00000124177	CHD6	84181	chromodomain helicase DNA binding protein 6	CHD6
ENSG00000124181	PLCG1	5335	phospholipase C gamma 1	PLCG1
ENSG00000124191	TOX2	84969	TOX high mobility group box family member 2	TOX2
ENSG00000124193	SRSF6	6431	serine and arginine rich splicing factor 6	SRSF6
ENSG00000124198	ARFGEF2	10564	ADP ribosylation factor guanine nucleotide exchange factor 2	ARFGEF2
ENSG00000124201	ZNFX1	57169	zinc finger NFX1-type containing 1	ZNFX1
ENSG00000124203	ZNF831	128611	zinc finger protein 831	ZNF831
ENSG00000124207	CSE1L	1434	chromosome segregation 1 like	CSE1L
ENSG00000124209	RAB22A	57403	RAB22A, member RAS oncogene family	RAB22A
ENSG00000124214	STAU1	6780	staufen double-stranded RNA binding protein 1	STAU1
ENSG00000124215	CDH26	60437	cadherin 26	CDH26
ENSG00000124216	SNAI1	6615	snail family transcriptional repressor 1	SNAI1
ENSG00000124217	MOCS3	27304	molybdenum cofactor synthesis 3	MOCS3
ENSG00000124222	STX16	8675	syntaxin 16	STX16
ENSG00000124224	ENSG00000124224	NA	NA	ENSG00000124224
ENSG00000124225	PMEPA1	56937	prostate transmembrane protein, androgen induced 1	PMEPA1
ENSG00000124226	RNF114	55905	ring finger protein 114	RNF114
ENSG00000124228	DDX27	55661	DEAD-box helicase 27	DDX27
ENSG00000124243	BCAS4	55653	breast carcinoma amplified sequence 4	BCAS4
ENSG00000124256	ZBP1	81030	Z-DNA binding protein 1	ZBP1
ENSG00000124275	MTRR	4552	5-methyltetrahydrofolate-homocysteine methyltransferase reductase	MTRR
ENSG00000124279	FASTKD3	79072	FAST kinase domains 3	FASTKD3
ENSG00000124299	PEPD	5184	peptidase D	PEPD
ENSG00000124313	IQSEC2	23096	IQ motif and Sec7 domain ArfGEF 2	IQSEC2
ENSG00000124333	VAMP7	6845	vesicle associated membrane protein 7	VAMP7
ENSG00000124356	STAMBP	10617	STAM binding protein	STAMBP
ENSG00000124357	NAGK	55577	N-acetylglucosamine kinase	NAGK
ENSG00000124370	MCEE	84693	methylmalonyl-CoA epimerase	MCEE
ENSG00000124374	PAIP2B	400961	poly(A) binding protein interacting protein 2B	PAIP2B
